duration_seconds,duration_formatted,distance_km
6.0,0:00:06,0.05432
2.0,0:00:02,0.12975
10.0,0:00:10,8.83615
6.0,0:00:06,8.91834
147.0,0:02:27,9.00735
6.0,0:00:06,9.115200000000002
39.0,0:00:39,9.19857
10.0,0:00:10,9.808629999999999
223.0,0:03:43,9.82172
10.0,0:00:10,10.426120000000001
9.0,0:00:09,10.51284
