timestamp,elapsed_seconds,distance,heart_rate,power,cadence_corrected,enhanced_speed,pace_min_km,step_length_m,vertical_oscillation,vertical_ratio,stance_time,stance_time_balance,gct_left_ms,gct_right_ms,gct_imbalance_ms
2025-07-29 12:08:38+00:00,0.0,1.8,87,96.0,102,1.437,11.59823706796567,0.828,58.9,7.11,,,,,
2025-07-29 12:08:39+00:00,1.0,4.22,86,169.0,102,1.288,12.939958592132506,0.742,57.7,7.77,,,,,
2025-07-29 12:08:40+00:00,2.0,7.19,86,155.0,102,1.726,9.656237929702588,0.995,61.3,6.15,,,,,
2025-07-29 12:08:41+00:00,3.0,10.04,86,241.0,154,2.277,7.319572536963841,0.887,89.9,10.13,301.0,,,,
2025-07-29 12:08:42+00:00,4.0,12.75,86,318.0,154,2.781,5.993048064245475,1.083,100.8,9.3,289.0,,,,
2025-07-29 12:08:43+00:00,5.0,15.69,85,322.0,154,2.79,5.973715651135006,1.086,100.9,9.28,289.0,,,,
2025-07-29 12:08:44+00:00,6.0,18.39,85,324.0,160,2.79,5.973715651135006,1.046,96.0,9.18,277.0,,,,
2025-07-29 12:08:45+00:00,7.0,21.07,85,326.0,162,2.809,5.933309600094932,1.04,94.7,9.11,273.0,,,,
2025-07-29 12:08:46+00:00,8.0,24.01,84,303.0,162,2.809,5.933309600094932,1.04,94.7,9.11,273.0,,,,
2025-07-29 12:08:47+00:00,9.0,27.04,84,301.0,164,2.809,5.933309600094932,1.027,92.9,9.04,270.0,,,,
2025-07-29 12:08:48+00:00,10.0,29.79,84,318.0,164,2.911,5.725409366769724,1.065,94.5,8.87,268.0,,,,
2025-07-29 12:08:49+00:00,11.0,32.24,84,320.0,164,2.921,5.705808513066302,1.068,95.0,8.89,267.0,,,,
2025-07-29 12:08:50+00:00,12.0,34.8,83,311.0,164,2.874,5.799118533982835,1.051,94.2,8.96,268.0,,,,
2025-07-29 12:08:51+00:00,13.0,37.39,84,287.0,164,2.669,6.244536030972898,0.976,90.6,9.28,273.0,,,,
2025-07-29 12:08:52+00:00,14.0,40.5,84,287.0,164,2.65,6.289308176100629,0.969,90.1,9.29,274.0,,,,
2025-07-29 12:08:53+00:00,15.0,42.76,84,288.0,164,2.65,6.289308176100629,0.969,90.1,9.29,274.0,,,,
2025-07-29 12:08:54+00:00,16.0,45.54,85,293.0,166,2.697,6.17970584600173,0.974,89.2,9.15,270.0,,,,
2025-07-29 12:08:55+00:00,17.0,48.16,87,299.0,164,2.715,6.1387354205033775,0.993,91.4,9.2,272.0,,,,
2025-07-29 12:08:56+00:00,18.0,50.38,88,299.0,164,2.697,6.17970584600173,0.986,90.9,9.21,273.0,,,,
2025-07-29 12:08:57+00:00,19.0,52.5,89,301.0,164,2.697,6.17970584600173,0.986,90.9,9.21,273.0,,,,
2025-07-29 12:08:58+00:00,20.0,54.32,90,297.0,164,2.65,6.289308176100629,0.969,90.1,9.29,274.0,,,,
