timestamp,elapsed_seconds,distance,heart_rate,power,cadence_corrected,enhanced_speed,pace_min_km,step_length_m,vertical_oscillation,vertical_ratio,stance_time,stance_time_balance,gct_left_ms,gct_right_ms,gct_imbalance_ms
2025-07-30 12:09:38+00:00,0.0,3.86,73,306.0,172,2.65,6.289308176100629,0.848,117.0,15.81,206.0,46.93,96.6758,109.32419999999999,12.648399999999995
2025-07-30 12:09:39+00:00,1.0,8.77,73,219.0,172,0.0,,1.157,118.0,12.96,202.0,47.31,95.56620000000001,106.43379999999999,10.867599999999982
2025-07-30 12:09:40+00:00,2.0,13.29,74,473.0,174,3.499,4.763265694960465,1.149,153.2,12.96,197.0,47.78,94.1266,102.8734,8.746800000000007
2025-07-30 12:09:41+00:00,3.0,18.4,75,555.0,176,4.32,3.858024691358024,1.353,146.2,12.09,193.0,48.12,92.87159999999999,100.12840000000001,7.256800000000027
2025-07-30 12:09:42+00:00,4.0,22.83,75,442.0,178,4.432,3.760529482551143,1.446,113.2,9.84,192.0,48.43,92.9856,99.01440000000001,6.028800000000004
2025-07-30 12:09:43+00:00,5.0,27.36,75,463.0,178,4.395,3.79218809252939,1.497,117.0,8.87,196.0,48.53,95.11880000000001,100.88119999999999,5.762399999999985
2025-07-30 12:09:44+00:00,6.0,31.73,75,469.0,178,4.395,3.79218809252939,1.498,114.2,8.28,201.0,48.43,97.3443,103.65570000000001,6.311400000000006
2025-07-30 12:09:45+00:00,7.0,36.05,75,422.0,178,4.339,3.8411308289160324,1.489,111.2,8.0,199.0,48.31,96.13690000000001,102.86309999999999,6.726199999999977
2025-07-30 12:09:46+00:00,8.0,40.89,76,409.0,180,4.217,3.9522567385977396,1.437,108.2,7.81,201.0,48.31,97.10310000000001,103.89689999999999,6.793799999999976
2025-07-30 12:09:47+00:00,9.0,45.94,76,403.0,182,4.217,3.9522567385977396,1.429,106.2,7.59,197.0,48.31,95.17070000000001,101.82929999999999,6.6585999999999785
2025-07-30 12:09:48+00:00,10.0,50.63,78,457.0,182,4.609,3.616113401316265,1.436,107.2,7.59,195.0,48.53,94.6335,100.36649999999999,5.73299999999999
2025-07-30 12:09:49+00:00,11.0,56.2,79,499.0,182,4.721,3.5303254960107324,1.542,118.0,7.59,193.0,48.65,93.8945,99.1055,5.211000000000013
2025-07-30 12:09:50+00:00,12.0,61.25,81,510.0,182,4.852,3.4350096180269305,1.561,115.0,7.4,193.0,48.75,94.08749999999999,98.9125,4.825000000000003
2025-07-30 12:09:51+00:00,13.0,65.22,84,523.0,180,5.029,3.314111486710413,1.617,115.0,7.21,196.0,48.75,95.55,100.44999999999999,4.8999999999999915
