timestamp,elapsed_seconds,distance,heart_rate,power,cadence_corrected,enhanced_speed,pace_min_km,step_length_m,vertical_oscillation,vertical_ratio,stance_time,stance_time_balance,gct_left_ms,gct_right_ms,gct_imbalance_ms
2025-07-19 02:37:46+00:00,0.0,1.97,107,201.0,154,1.969,8.464533604198408,0.757,81.5,10.77,304.0,,,,
2025-07-19 02:37:47+00:00,1.0,3.94,106,205.0,154,1.969,8.464533604198408,0.757,81.5,10.77,304.0,,,,
2025-07-19 02:37:48+00:00,2.0,5.9,107,210.0,154,1.969,8.464533604198408,0.757,81.5,10.77,304.0,,,,
2025-07-19 02:37:49+00:00,3.0,7.87,107,214.0,154,1.969,8.464533604198408,0.757,81.5,10.77,304.0,,,,
2025-07-19 02:37:50+00:00,4.0,9.84,108,199.0,154,1.969,8.464533604198408,0.757,81.5,10.77,304.0,,,,
2025-07-19 02:37:51+00:00,5.0,11.81,108,199.0,160,1.969,8.464533604198408,0.757,81.5,10.77,304.0,,,,
2025-07-19 02:37:52+00:00,6.0,13.78,109,199.0,160,1.969,8.464533604198408,0.738,79.5,10.77,296.0,,,,
2025-07-19 02:37:53+00:00,7.0,15.76,109,200.0,164,1.978,8.426019548365353,0.723,77.4,10.69,289.0,,,,
2025-07-19 02:37:54+00:00,8.0,17.75,109,200.0,166,1.987,8.387854386847845,0.718,76.3,10.62,286.0,,,,
2025-07-19 02:37:55+00:00,9.0,19.74,110,201.0,166,1.997,8.345852111500584,0.721,76.4,10.58,286.0,,,,
2025-07-19 02:37:56+00:00,10.0,21.76,110,203.0,166,2.015,8.271298593879239,0.728,76.6,10.52,286.0,,,,
2025-07-19 02:37:57+00:00,11.0,23.85,110,212.0,166,2.09,7.974481658692185,0.755,78.2,10.35,284.0,,,,
2025-07-19 02:37:58+00:00,12.0,26.08,110,229.0,166,2.23,7.473841554559042,0.806,80.8,10.02,281.0,,,,
2025-07-19 02:37:59+00:00,13.0,28.39,111,239.0,166,2.314,7.202535292422933,0.836,82.4,9.85,279.0,,,,
2025-07-19 02:38:00+00:00,14.0,30.74,111,244.0,160,2.351,7.089181908407769,0.881,87.3,9.9,288.0,,,,
2025-07-19 02:38:01+00:00,15.0,33.1,112,241.0,160,2.351,7.089181908407769,0.881,87.3,9.9,288.0,,,,
2025-07-19 02:38:02+00:00,16.0,35.44,112,234.0,160,2.342,7.116424708226586,0.878,87.2,9.93,288.0,,,,
2025-07-19 02:38:03+00:00,17.0,37.77,113,229.0,160,2.333,7.14387769681383,0.874,87.1,9.95,288.0,,,,
2025-07-19 02:38:04+00:00,18.0,40.09,113,227.0,160,2.323,7.174630506528914,0.871,86.9,9.98,288.0,,,,
2025-07-19 02:38:05+00:00,19.0,42.42,114,226.0,160,2.323,7.174630506528914,0.871,86.9,9.98,288.0,,,,
2025-07-19 02:38:06+00:00,20.0,44.74,114,226.0,160,2.323,7.174630506528914,0.871,86.9,9.98,288.0,,,,
2025-07-19 02:38:07+00:00,21.0,47.06,114,226.0,162,2.323,7.174630506528914,0.871,86.9,9.98,288.0,,,,
2025-07-19 02:38:08+00:00,22.0,49.39,115,225.0,162,2.323,7.174630506528914,0.86,85.4,9.92,285.0,,,,
2025-07-19 02:38:09+00:00,23.0,51.71,115,225.0,162,2.323,7.174630506528914,0.86,85.4,9.92,285.0,,,,
2025-07-19 02:38:10+00:00,24.0,54.04,115,226.0,162,2.333,7.14387769681383,0.863,85.5,9.9,285.0,,,,
2025-07-19 02:38:11+00:00,25.0,56.38,116,226.0,160,2.333,7.14387769681383,0.863,85.5,9.9,285.0,,,,
2025-07-19 02:38:12+00:00,26.0,58.72,116,228.0,160,2.342,7.116424708226586,0.878,87.2,9.93,288.0,,,,
