timestamp,elapsed_seconds,distance,heart_rate,power,cadence_corrected,enhanced_speed,pace_min_km,step_length_m,vertical_oscillation,vertical_ratio,stance_time,stance_time_balance,gct_left_ms,gct_right_ms,gct_imbalance_ms
2025-07-17 01:34:14+00:00,0.0,2.91,99,288.0,164,2.911,5.725409366769724,1.052,92.7,8.81,265.0,,,,
2025-07-17 01:34:15+00:00,1.0,5.82,101,294.0,164,2.911,5.725409366769724,1.052,92.7,8.81,265.0,,,,
2025-07-17 01:34:16+00:00,2.0,8.73,102,301.0,164,2.911,5.725409366769724,1.052,92.7,8.81,265.0,,,,
2025-07-17 01:34:17+00:00,3.0,11.65,103,308.0,164,2.911,5.725409366769724,1.065,94.5,8.87,268.0,,,,
2025-07-17 01:34:18+00:00,4.0,14.56,104,286.0,164,2.911,5.725409366769724,1.065,94.5,8.87,268.0,,,,
2025-07-17 01:34:19+00:00,5.0,17.47,104,286.0,164,2.911,5.725409366769724,1.065,94.5,8.87,268.0,,,,
2025-07-17 01:34:20+00:00,6.0,20.38,104,285.0,166,2.911,5.725409366769724,1.052,92.7,8.81,265.0,,,,
2025-07-17 01:34:21+00:00,7.0,23.29,105,285.0,166,2.911,5.725409366769724,1.052,92.7,8.81,265.0,,,,
2025-07-17 01:34:22+00:00,8.0,26.2,106,285.0,166,2.911,5.725409366769724,1.052,92.7,8.81,265.0,,,,
2025-07-17 01:34:23+00:00,9.0,29.11,107,285.0,166,2.911,5.725409366769724,1.052,92.7,8.81,265.0,,,,
2025-07-17 01:34:24+00:00,10.0,32.02,108,285.0,166,2.911,5.725409366769724,1.052,92.7,8.81,265.0,,,,
2025-07-17 01:34:25+00:00,11.0,34.93,109,285.0,166,2.911,5.725409366769724,1.052,92.7,8.81,265.0,,,,
2025-07-17 01:34:26+00:00,12.0,37.85,111,285.0,166,2.911,5.725409366769724,1.052,92.7,8.81,265.0,,,,
2025-07-17 01:34:27+00:00,13.0,40.76,114,285.0,166,2.911,5.725409366769724,1.052,92.7,8.81,265.0,,,,
2025-07-17 01:34:28+00:00,14.0,43.67,115,285.0,166,2.911,5.725409366769724,1.052,92.7,8.81,265.0,,,,
2025-07-17 01:34:29+00:00,15.0,46.58,116,285.0,168,2.911,5.725409366769724,1.052,92.7,8.81,265.0,,,,
2025-07-17 01:34:30+00:00,16.0,49.5,116,286.0,168,2.921,5.705808513066302,1.043,91.5,8.77,261.0,,,,
2025-07-17 01:34:31+00:00,17.0,52.44,117,288.0,168,2.939,5.670863105364637,1.049,91.6,8.73,261.0,,,,
2025-07-17 01:34:32+00:00,18.0,55.38,117,288.0,168,2.939,5.670863105364637,1.049,91.6,8.73,261.0,,,,
2025-07-17 01:34:33+00:00,19.0,58.33,118,291.0,166,2.948,5.653550429669833,1.065,93.4,8.76,264.0,,,,
2025-07-17 01:34:34+00:00,20.0,61.28,118,292.0,166,2.958,5.634437683119224,1.069,93.8,8.78,263.0,,,,
2025-07-17 01:34:35+00:00,21.0,64.25,119,292.0,166,2.967,5.617346365576902,1.072,93.9,8.75,263.0,,,,
2025-07-17 01:34:36+00:00,22.0,67.23,119,294.0,166,2.976,5.600358422939068,1.075,93.9,8.73,263.0,,,,
2025-07-17 01:34:37+00:00,23.0,70.2,120,293.0,166,2.976,5.600358422939068,1.075,93.9,8.73,263.0,,,,
2025-07-17 01:34:38+00:00,24.0,73.19,120,294.0,166,2.986,5.581603036392051,1.079,94.0,8.71,263.0,,,,
2025-07-17 01:34:39+00:00,25.0,76.19,121,295.0,166,2.995,5.564830272676683,1.082,94.4,8.72,262.0,,,,
2025-07-17 01:34:40+00:00,26.0,79.18,121,295.0,168,2.995,5.564830272676683,1.082,94.4,8.72,262.0,,,,
2025-07-17 01:34:41+00:00,27.0,82.18,122,295.0,168,3.004,5.548158011540169,1.073,92.8,8.65,259.0,,,,
2025-07-17 01:34:42+00:00,28.0,85.19,122,294.0,168,3.004,5.548158011540169,1.073,92.8,8.65,259.0,,,,
2025-07-17 01:34:43+00:00,29.0,88.21,122,296.0,166,3.014,5.529750055297502,1.089,94.6,8.68,262.0,,,,
2025-07-17 01:34:44+00:00,30.0,91.23,123,298.0,166,3.023,5.513287021722351,1.092,94.6,8.66,262.0,,,,
2025-07-17 01:34:45+00:00,31.0,94.25,123,297.0,166,3.023,5.513287021722351,1.092,94.6,8.66,262.0,,,,
2025-07-17 01:34:46+00:00,32.0,97.26,124,296.0,166,3.014,5.529750055297502,1.089,94.6,8.68,262.0,,,,
2025-07-17 01:34:47+00:00,33.0,100.27,124,294.0,166,3.004,5.548158011540169,1.085,94.5,8.7,262.0,,,,
2025-07-17 01:34:48+00:00,34.0,103.27,124,294.0,166,3.004,5.548158011540169,1.085,94.5,8.7,262.0,,,,
2025-07-17 01:34:49+00:00,35.0,106.29,124,295.0,166,3.014,5.529750055297502,1.089,94.6,8.68,262.0,,,,
2025-07-17 01:34:50+00:00,36.0,109.3,125,296.0,164,3.014,5.529750055297502,1.102,96.4,8.74,265.0,,,,
2025-07-17 01:34:51+00:00,37.0,112.31,125,297.0,166,3.014,5.529750055297502,1.102,96.4,8.74,265.0,,,,
2025-07-17 01:34:52+00:00,38.0,115.33,125,296.0,166,3.014,5.529750055297502,1.089,94.6,8.68,262.0,,,,
2025-07-17 01:34:53+00:00,39.0,118.34,125,295.0,166,3.014,5.529750055297502,1.089,94.6,8.68,262.0,,,,
2025-07-17 01:34:54+00:00,40.0,121.35,126,295.0,166,3.014,5.529750055297502,1.089,94.6,8.68,262.0,,,,
2025-07-17 01:34:55+00:00,41.0,124.37,126,295.0,166,3.014,5.529750055297502,1.089,94.6,8.68,262.0,,,,
2025-07-17 01:34:56+00:00,42.0,127.39,126,295.0,166,3.014,5.529750055297502,1.089,94.6,8.68,262.0,,,,
2025-07-17 01:34:57+00:00,43.0,130.4,127,295.0,166,3.014,5.529750055297502,1.089,94.6,8.68,262.0,,,,
2025-07-17 01:34:58+00:00,44.0,133.41,127,295.0,166,3.014,5.529750055297502,1.089,94.6,8.68,262.0,,,,
2025-07-17 01:34:59+00:00,45.0,136.42,127,294.0,166,3.014,5.529750055297502,1.089,94.6,8.68,262.0,,,,
2025-07-17 01:35:00+00:00,46.0,139.45,128,295.0,166,3.023,5.513287021722351,1.092,94.6,8.66,262.0,,,,
2025-07-17 01:35:01+00:00,47.0,142.47,128,294.0,166,3.023,5.513287021722351,1.092,94.6,8.66,262.0,,,,
2025-07-17 01:35:02+00:00,48.0,145.49,129,294.0,166,3.023,5.513287021722351,1.092,94.6,8.66,262.0,,,,
2025-07-17 01:35:03+00:00,49.0,148.51,129,292.0,166,3.014,5.529750055297502,1.089,94.6,8.68,262.0,,,,
2025-07-17 01:35:04+00:00,50.0,151.51,129,290.0,168,3.004,5.548158011540169,1.073,92.8,8.65,259.0,,,,
2025-07-17 01:35:05+00:00,51.0,154.51,130,289.0,168,2.995,5.564830272676683,1.069,92.4,8.63,260.0,,,,
2025-07-17 01:35:06+00:00,52.0,157.49,130,289.0,166,2.986,5.581603036392051,1.079,94.0,8.71,263.0,,,,
2025-07-17 01:35:07+00:00,53.0,160.47,130,288.0,166,2.976,5.600358422939068,1.075,93.9,8.73,263.0,,,,
2025-07-17 01:35:08+00:00,54.0,163.43,131,286.0,166,2.958,5.634437683119224,1.069,93.8,8.78,263.0,,,,
2025-07-17 01:35:09+00:00,55.0,166.38,131,285.0,166,2.948,5.653550429669833,1.065,93.4,8.76,264.0,,,,
2025-07-17 01:35:10+00:00,56.0,169.33,131,285.0,166,2.948,5.653550429669833,1.065,93.4,8.76,264.0,,,,
2025-07-17 01:35:11+00:00,57.0,172.3,131,288.0,166,2.976,5.600358422939068,1.075,93.9,8.73,263.0,,,,
2025-07-17 01:35:12+00:00,58.0,175.3,131,292.0,166,2.995,5.564830272676683,1.082,94.4,8.72,262.0,,,,
2025-07-17 01:35:13+00:00,59.0,178.29,131,292.0,168,2.995,5.564830272676683,1.082,94.4,8.72,262.0,,,,
2025-07-17 01:35:14+00:00,60.0,181.29,132,291.0,168,2.995,5.564830272676683,1.069,92.4,8.63,260.0,,,,
2025-07-17 01:35:15+00:00,61.0,184.28,132,289.0,168,2.995,5.564830272676683,1.069,92.4,8.63,260.0,,,,
2025-07-17 01:35:16+00:00,62.0,187.29,132,291.0,168,3.014,5.529750055297502,1.076,92.8,8.62,259.0,,,,
2025-07-17 01:35:17+00:00,63.0,190.32,132,294.0,166,3.023,5.513287021722351,1.092,94.6,8.66,262.0,,,,
2025-07-17 01:35:18+00:00,64.0,193.33,132,293.0,166,3.014,5.529750055297502,1.089,94.6,8.68,262.0,,,,
2025-07-17 01:35:19+00:00,65.0,196.34,132,291.0,166,3.004,5.548158011540169,1.085,94.5,8.7,262.0,,,,
