timestamp,elapsed_seconds,distance,heart_rate,power,cadence_corrected,enhanced_speed,pace_min_km,step_length_m,vertical_oscillation,vertical_ratio,stance_time,stance_time_balance,gct_left_ms,gct_right_ms,gct_imbalance_ms
2025-07-24 01:48:54+00:00,0.0,3.09,99,106,94,1.847,9.023641941887746,1.179,62.2,5.28,,,,,
2025-07-24 01:48:55+00:00,1.0,7.48,99,86,176,1.558,10.69747539580659,0.994,59.9,6.02,,,,,
2025-07-24 01:48:56+00:00,2.0,13.38,99,276,176,2.603,6.402868485081316,0.887,79.9,9.01,259.0,,,,
2025-07-24 01:48:57+00:00,3.0,18.41,99,377,174,3.9,4.273504273504273,1.329,96.6,7.26,227.0,,,,
2025-07-24 01:48:58+00:00,4.0,23.61,99,497,174,4.871,3.421610894409087,1.679,108.2,6.44,202.0,,,,
2025-07-24 01:48:59+00:00,5.0,28.86,99,507,176,4.964,3.35750738651625,1.711,108.8,6.35,200.0,,,,
2025-07-24 01:49:00+00:00,6.0,33.84,99,509,180,4.964,3.35750738651625,1.673,104.7,6.25,195.0,,,,
2025-07-24 01:49:01+00:00,7.0,37.93,102,511,180,4.973,3.351431061063074,1.657,102.6,6.19,193.0,,,,
2025-07-24 01:49:02+00:00,8.0,41.22,104,479,178,4.973,3.351431061063074,1.657,102.6,6.19,193.0,,,,
2025-07-24 01:49:03+00:00,9.0,44.41,106,444,178,4.451,3.744476896577548,1.483,98.0,6.6,208.0,,,,
2025-07-24 01:49:04+00:00,10.0,48.1,108,393,178,3.891,4.283389017390559,1.311,94.6,7.21,225.0,,,,
2025-07-24 01:49:05+00:00,11.0,51.42,110,386,178,3.798,4.388274530454625,1.28,93.7,7.32,227.0,,,,
2025-07-24 01:49:06+00:00,12.0,56.07,112,378,176,3.704,4.499640028797696,1.248,92.5,7.41,230.0,,,,
2025-07-24 01:49:07+00:00,13.0,59.71,113,387,176,3.798,4.388274530454625,1.28,93.7,7.32,227.0,,,,
2025-07-24 01:49:08+00:00,14.0,63.74,114,396,176,3.9,4.273504273504273,1.329,96.6,7.26,227.0,,,,
2025-07-24 01:49:09+00:00,15.0,68.09,115,403,176,3.928,4.243041412084182,1.339,97.0,7.24,226.0,,,,
2025-07-24 01:49:10+00:00,16.0,72.25,116,404,176,3.928,4.243041412084182,1.339,97.0,7.24,226.0,,,,
2025-07-24 01:49:11+00:00,17.0,76.22,117,406,176,4.003,4.163544008660171,1.364,97.8,7.16,224.0,,,,
